1507377600,43.1221,141.426,62
1507377650,43.1249,141.425,362
1507377700,43.1288,141.424,662
1507377750,43.1329,141.424,962
1507377800,43.1365,141.425,1262
1507377850,43.1397,141.426,1562
1507377900,43.1422,141.427,1862
1507377950,43.1439,141.429,2162
1507378000,43.1445,141.43,2462
1507378050,43.1443,141.432,2762
1507378100,43.1432,141.434,3062
1507378150,43.1418,141.436,3362
1507378200,43.1405,141.439,3662
1507378250,43.1393,141.442,3962
1507378300,43.1382,141.446,4262
1507378350,43.1369,141.45,4562
1507378400,43.1354,141.456,4862
1507378450,43.1338,141.462,5162
1507378500,43.132,141.469,5462
1507378550,43.13,141.476,5762
1507378600,43.1279,141.484,6062
1507378650,43.1256,141.492,6362
1507378700,43.1233,141.5,6662
1507378750,43.121,141.509,6962
1507378800,43.1188,141.519,7262
1507378850,43.1168,141.528,7562
1507378900,43.115,141.538,7862
1507378950,43.1135,141.549,8162
1507379000,43.1123,141.56,8462
1507379050,43.1116,141.571,8762
1507379100,43.1112,141.582,9062
1507379150,43.111,141.594,9362
1507379200,43.1109,141.607,9662
1507379250,43.1108,141.62,9962
1507379300,43.1108,141.633,10262
1507379350,43.1109,141.647,10562
1507379400,43.1113,141.662,10862
1507379450,43.1124,141.678,11162
1507379500,43.1142,141.695,11462
1507379550,43.1169,141.713,11762
1507379600,43.1205,141.732,12062
1507379650,43.1247,141.752,12362
1507379700,43.1292,141.773,12662
1507379750,43.134,141.794,12962
1507379800,43.1389,141.816,13262
1507379850,43.1439,141.837,13562
1507379900,43.1489,141.858,13862
1507379950,43.1541,141.878,14162
1507380000,43.1593,141.899,14462
1507380050,43.1646,141.919,14762
1507380100,43.17,141.94,15062
1507380150,43.1751,141.959,15362
1507380200,43.1798,141.978,15662
1507380250,43.1842,141.996,15962
1507380300,43.1881,142.013,16262
1507380350,43.1917,142.029,16562
1507380400,43.1951,142.044,16862
1507380450,43.1984,142.058,17162
1507380500,43.2016,142.072,17462
1507380550,43.2046,142.084,17762
1507380600,43.2075,142.096,18062
1507380650,43.2103,142.106,18362
1507380700,43.213,142.116,18662
1507380750,43.2156,142.124,18962
1507380800,43.218,142.133,19262
1507380850,43.2203,142.14,19562
1507380900,43.2225,142.148,19862
1507380950,43.2247,142.155,19509.3
1507381000,43.2272,142.163,18647.8
1507381050,43.23,142.173,17840.9
1507381100,43.2331,142.186,17082
1507381150,43.2365,142.201,16365.9
1507381200,43.2406,142.219,15687.9
1507381250,43.2455,142.238,15044.3
1507381300,43.2509,142.259,14431.5
1507381350,43.2562,142.279,13847
1507381400,43.2613,142.301,13288.1
1507381450,43.2663,142.322,12752.7
1507381500,43.2708,142.343,12238.9
1507381550,43.2749,142.363,11745
1507381600,43.2777,142.381,11269.6
1507381650,43.2795,142.398,10810.9
1507381700,43.2805,142.412,10365.6
1507381750,43.2811,142.426,9932.36
1507381800,43.2813,142.438,9510.42
1507381850,43.2813,142.45,9099.07
1507381900,43.281,142.461,8697.68
1507381950,43.2802,142.472,8305.67
1507382000,43.279,142.482,7922.53
1507382050,43.2774,142.492,7547.76
1507382100,43.2756,142.502,7180.94
1507382150,43.2735,142.511,6821.65
1507382200,43.2714,142.52,6469.54
1507382250,43.2695,142.529,6124.24
1507382300,43.2676,142.536,5785.46
1507382350,43.2659,142.544,5452.88
1507382400,43.2643,142.551,5126.25
1507382450,43.2629,142.557,4805.29
1507382500,43.2618,142.562,4489.78
1507382550,43.2608,142.567,4179.5
1507382600,43.2601,142.571,3874.22
1507382650,43.2596,142.575,3573.76
1507382700,43.2592,142.577,3277.94
1507382750,43.2591,142.58,2986.58
1507382800,43.2592,142.582,2699.52
1507382850,43.2598,142.585,2416.61
1507382900,43.2609,142.588,2137.69
1507382950,43.2625,142.592,1862.64
1507383000,43.2646,142.595,1591.32
1507383050,43.267,142.597,1323.62
1507383100,43.2693,142.599,1059.41
1507383150,43.271,142.599,798.586
1507383200,43.2723,142.598,541.041
1507383250,43.2731,142.597,286.675
1507383300,43.2738,142.596,35.393
1507383308,43.2739,142.596,-4.53204
